word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24
country--is,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reshaped,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
future--for,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
peace--so,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000095419847,0,0,0,0
inherit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038167939,0,0,0,0
simplistic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000089150397,0,0,0.000093940817,0,0
myths,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myth,0.0001990644,0,0,0,0,0,0,0,0,0,0,0.00023068051,0,0,0,0,0,0,0,0,0,0,0,0,0
endlessly,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contriving,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capitulation,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wracked,0,0,0,0,0,0,0,0,0.000086670133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
climbed,0,0,0,0,0,0,0,0.0002747756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compulsion--the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
supportive,0,0,0,0,0.00017232466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unwinding,0,0,0,0,0,0,0,0,0,0.000083948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restrained,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0.00028182245,0,0
containment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0.00011520737,0,0,0,0,0,0,0
airline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086365108,0
begun--for,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nation--to,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
dismantle,0,0,0,0,0,0.00011444266,0,0,0,0,0,0.00046136101,0,0,0,0,0,0,0,0,0,0,0,0,0
action--to,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
sunset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021312873,0,0,0
outlived,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021312873,0,0,0
there's,0,0,0.0014517506,0.00012261664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016221374,0,0,0.00086365108,0
noncontroversial,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033628517,0,0,0,0,0,0,0,0,0,0
strength--the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
thundercloud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
looms,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
erupt,0,0.000085506627,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
racism,0,0,0.00025619129,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
premier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010795639,0
deng,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xiaoping,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
inaugurate,0,0,0,0,0,0,0.00011142061,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
namibia,0,0,0,0,0,0,0,0,0,0,0,0.00046136101,0,0,0,0,0,0,0,0,0,0,0,0,0
rhodesia,0,0,0,0,0,0,0,0,0,0,0,0.00034602076,0,0,0,0,0,0,0,0,0,0,0,0,0
israel's,0,0,0,0,0,0,0,0,0,0.000083948959,0,0,0,0,0,0,0,0,0,0.00017830079,0,0,0,0,0
powers--and,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
self-interest--of,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
verifiable,0,0,0,0,0.00051697398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sophisticated,0,0,0,0,0,0,0,0,0,0,0,0.00023068051,0,0,0,0,0.00010699765,0,0,0.000089150397,0,0,0,0,0
verified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
poseidon,0,0,0,0,0,0,0,0,0,0,0,0.00023068051,0,0,0,0,0,0,0,0,0,0,0,0,0
submarines--comprising,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
land-based,0,0,0,0,0,0,0,0,0,0,0,0.00046136101,0,0,0,0,0,0,0,0,0,0,0,0,0
missiles--carries,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
warheads,0,0,0,0,0,0,0,0,0,0,0,0.00080738178,0,0,0,0,0,0,0,0,0,0,0,0,0
medium-sized,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
praised,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smuggled,0,0,0.000085397096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallposters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
unrealized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000089150397,0,0,0,0,0
americans--and,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
marshaled,0,0,0.000085397096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heirs,0,0,0,0,0,0,0,0.00018318373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indistinct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
apathy,0,0,0.00017079419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subjugate,0.0001990644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afghanistan,0,0,0,0,0,0.00034332799,0,0,0,0.0036937542,0,0.0021914648,0,0,0,0,0,0,0,0,0,0,0,0,0
acts--one,0,0,0,0,0,0,0,0,0,0.000083948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aggression--present,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
secure--a,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
projection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023041475,0,0,0,0,0,0,0
interacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
courageously,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hostages,0,0,0,0,0,0,0,0,0,0.00050369375,0,0.00080738178,0,0,0,0,0,0,0,0,0,0,0,0,0
condemning,0,0,0,0,0,0,0.00022284123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
violates,0,0,0.00017079419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iranian,0,0,0,0,0,0,0,0,0,0.00075554063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quarrel,0,0,0.000085397096,0,0,0,0,0,0,0,0,0.00034602076,0,0,0,0,0,0,0,0,0,0,0,0,0
harmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017830079,0,0,0,0,0
static,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010795639,0
rearmed,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behavior,0,0,0,0,0,0,0,0,0,0,0.000064399794,0.00046136101,0,0,0,0,0,0,0,0,0,0,0,0,0
treaties--salt,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
observing,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
constraints,0,0,0,0,0,0,0,0,0,0,0,0.00057670127,0,0,0,0,0,0,0,0,0,0,0,0,0
moslem,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justifiably,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
outraged,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000095419847,0,0,0,0
islamic,0,0.000085506627,0.000085397096,0,0,0,0,0,0,0.00033579584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verbal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
condemnation,0,0,0,0,0,0,0,0,0,0,0,0.00023068051,0,0,0,0,0,0,0,0,0,0,0,0,0
stiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
coastal,0,0,0,0,0,0.00034332799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
high-technology,0,0,0,0,0,0,0,0,0,0,0,0,0.000090277151,0,0,0,0,0,0,0,0,0,0,0,0
notified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
olympic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032386916,0
hormuz,0,0,0,0,0,0,0,0,0,0.00016789792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nerves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
persian,0,0.00025651988,0,0,0,0.0016021973,0,0,0,0,0,0,0,0,0,0,0,0.00080645161,0,0,0,0,0,0,0
oil-producing,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encompassing,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deploy,0,0,0.00051238258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046082949,0,0,0,0,0,0,0
intermediate-range,0,0,0,0,0,0,0,0,0,0,0,0.00034602076,0,0,0,0,0,0,0,0,0,0,0,0,0
enhances,0,0,0,0,0,0,0,0,0,0,0,0.00023068051,0,0,0,0,0,0,0,0,0,0,0,0,0
gaza,0,0,0,0,0,0,0,0,0,0,0,0.00034602076,0,0,0,0,0,0,0,0,0,0,0,0,0
palestinian,0,0,0,0,0,0,0,0,0,0.0010913365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sinai,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
exchanged,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000089150397,0,0,0,0,0
normalize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
allies--in,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thrive,0,0,0,0,0,0,0,0.0002747756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freedom--remains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
fossil,0,0,0,0,0,0.00022888533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
day--well,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
oil-consuming,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
opec,0,0,0,0,0,0.00022888533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oil--and,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
energy--every,0,0,0,0,0,0,0,0,0,0,0,0,0.000090277151,0,0,0,0,0,0,0,0,0,0,0,0
you--in,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decade--just,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walter,0,0,0,0,0,0,0,0,0,0.00016789792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lippmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
citizens--and,0,0,0.00017079419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
constitution--an,0,0,0.000085397096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
unacceptably,0,0,0,0,0,0,0,0,0.00017334027,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
wealthier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0.000095419847,0,0,0,0
insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
inefficiently,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
implemented,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095907928,0,0,0
cost-impact,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deregulated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010795639,0
refinanced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023490721,0,0,0,0,0,0,0,0,0
aggressively,0,0,0,0,0,0,0,0,0,0.00033579584,0,0,0,0,0,0,0,0,0,0,0,0.00031969309,0,0,0
blacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031969309,0,0,0
judgeships,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021312873,0,0,0
sectoral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023041475,0,0,0,0,0,0,0
auto,0,0,0,0,0,0,0,0.0005495512,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
reversing,0,0,0,0,0,0,0,0,0,0,0.00019319938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
premised,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helsinki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010795639,0
madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034562212,0,0,0,0,0,0,0
buttressed,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normalization,0,0,0,0,0,0,0,0,0,0,0,0.00034602076,0,0,0,0,0,0,0,0,0,0,0,0,0
egyptian-israeli,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evenhandedly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010795639,0
objectively,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093940817,0,0
remarkably,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inflation--the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
faced--persists,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inflation--which,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093940817,0,0
economy--requires,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post-recessionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
anti-recessionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
emphasizing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017830079,0,0,0,0,0
slowdown,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
energy-inefficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093940817,0,0
energy-saving,0,0,0,0,0,0.00022888533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liberalization,0,0,0,0,0,0,0,0,0,0,0,0.00023068051,0,0,0,0.00023490721,0,0,0,0,0,0,0,0,0
allowable,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0.00011745361,0,0,0,0,0,0,0,0,0
refundable,0,0,0,0,0,0,0,0,0.00034668053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carefully-phased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
timetable,0,0,0,0,0,0,0,0,0,0,0.00012879959,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
liked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021591277,0
equalled,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
environment--the,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
choke,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
investment--such,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
budget--and,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tax-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
tip,0,0,0.00059777968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023041475,0,0,0,0,0,0,0
periodic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
evaluate,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002530151,0,0,0,0,0,0,0,0,0,0,0
potentialities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
teenagers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076335878,0,0,0,0
slots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
approved--a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
targeted,0,0,0,0,0,0,0,0,0,0,0.00038639876,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
reauthorized,0,0,0,0,0,0,0,0,0,0,0.00025759918,0,0,0,0,0,0,0,0,0,0,0.00021312873,0,0,0
lung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021312873,0,0,0
davis-bacon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
moderated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
telecommunications,0,0,0,0,0,0,0,0,0.00043335067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
non-tariff,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
codes,0.0001990644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pinpoint,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disincentives,0,0,0,0,0,0,0.00022284123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manipulate,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
free--but,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
fair--trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
trigger,0,0,0.00017079419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quotas--to,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
industry's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
tape,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0.00047709924,0.00010656436,0,0,0
personally-directed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
ambitiously,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innovation,0,0,0.00017079419,0,0,0.00034332799,0,0,0.00060669093,0,0,0,0,0,0,0.00023490721,0,0,0,0,0,0,0,0,0
citizen's,0,0,0,0,0,0,0,0,0,0,0,0.00034602076,0,0,0,0,0,0,0,0,0,0,0,0,0
reconvening,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
mbda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
minority-owned,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
sba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
pilot,0,0,0,0.00006130832,0,0,0,0,0,0.00025184688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nasa,0,0,0,0,0,0,0,0,0,0,0,0.00034602076,0,0,0,0,0,0,0,0,0,0,0,0,0
competitively,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
reorientation,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
overdependence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
production--coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
synthetics--and,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093940817,0,0
exploratory,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decontrolled,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
households,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075152654,0,0
slope,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gasohol,0,0,0,0,0,0.00034332799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gallons,0,0,0,0,0,0.00034332799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year--an,0,0,0,0,0,0,0,0,0.000086670133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unleaded,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
percent--or,0,0,0,0,0,0,0,0,0,0.000083948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
day--over,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
environmentally,0,0,0,0,0,0.00068665599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ocs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015009381,0,0,0,0,0,0
technologies,0,0,0,0,0,0,0,0,0.0017334027,0,0,0.0010380623,0,0,0,0,0,0,0,0,0,0,0,0,0
gaseous,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biomass,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enhancing,0,0,0,0,0,0.00057221332,0,0,0,0,0,0.00023068051,0,0,0,0,0,0,0,0,0,0,0,0,0
stressed,0,0,0,0,0,0.00034332799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
photovoltaics,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnp,0,0,0,0,0,0,0,0,0,0,0.00019319938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
investments--these,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radioactive,0,0,0,0,0,0.00034332799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
repository,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
away-from-reactor,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0,0,0,0
kemeny,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
